raw_text,text,tokenized,lemmatized,spam_label,sentiment_label
"“A devastating knee injury forced the star midfielder to withdraw from the remainder of the season, leaving supporters heartbroken.”","""a devastating knee injury forced star midfielder withdraw remainder season, leaving supporters heartbroken.""","['devastating', 'knee', 'injury', 'forced', 'star', 'midfielder', 'withdraw', 'remainder', 'season', 'leaving', 'supporters', 'heartbroken']","['devastate', 'knee', 'injury', 'force', 'star', 'midfielder', 'withdraw', 'remainder', 'season', 'leave', 'supporter', 'heartbroken']",HAM,NEGATIVE
"“The Chicago Cubs celebrated a hard-fought victory, with their rookie pitcher earning praise for his outstanding debut.”","""the chicago cubs celebrated hard-fought victory, rookie pitcher earning praise outstanding debut.""","['chicago', 'cubs', 'celebrated', 'victory', 'rookie', 'pitcher', 'earning', 'praise', 'outstanding', 'debut']","['chicago', 'cub', 'celebrate', 'victory', 'rookie', 'pitcher', 'earn', 'praise', 'outstanding', 'debut']",HAM,POSITIVE
“Fans expressed outrage after controversial refereeing decisions cost their team a crucial playoff match.”,"""fans expressed outrage controversial refereeing decisions cost team crucial playoff match.""","['fans', 'expressed', 'outrage', 'controversial', 'refereeing', 'decisions', 'cost', 'team', 'crucial', 'playoff', 'match']","['fan', 'express', 'outrage', 'controversial', 'referee', 'decision', 'cost', 'team', 'crucial', 'playoff', 'match']",HAM,NEGATIVE
"“The marathon concluded with record-breaking participation, as thousands ran through the city streets in a festival of endurance.”","""the marathon concluded record-breaking participation, thousands ran city streets festival endurance.""","['marathon', 'concluded', 'participation', 'thousands', 'ran', 'city', 'streets', 'festival', 'endurance']","['marathon', 'conclude', 'participation', 'thousand', 'run', 'city', 'street', 'festival', 'endurance']",HAM,POSITIVE
“Supporters were left stunned when the top-ranked tennis champion was eliminated in the first round of the tournament.”,"""supporters left stunned top-ranked tennis champion eliminated first round tournament.""","['supporters', 'left', 'stunned', 'tennis', 'champion', 'eliminated', 'first', 'round', 'tournament']","['supporter', 'leave', 'stunned', 'tennis', 'champion', 'eliminate', 'first', 'round', 'tournament']",HAM,NEGATIVE
“Joy erupted across the city as the women’s volleyball team secured back-to-back championships in front of a sold-out arena.”,"""joy erupted across city women's volleyball team secured back-to-back championships front sold-out arena.""","['joy', 'erupted', 'across', 'city', 'women', 'volleyball', 'team', 'secured', 'championships', 'front', 'arena']","['joy', 'erupt', 'across', 'city', 'woman', 'volleyball', 'team', 'secure', 'championship', 'front', 'arena']",HAM,POSITIVE
“The club faced criticism after financial troubles prevented them from signing new players during the transfer window.”,"""the club faced criticism financial troubles prevented signing new players transfer window.""","['club', 'faced', 'criticism', 'financial', 'troubles', 'prevented', 'signing', 'new', 'players', 'transfer', 'window']","['club', 'face', 'criticism', 'financial', 'trouble', 'prevent', 'sign', 'new', 'player', 'transfer', 'window']",HAM,NEGATIVE
"“The swimmer broke her personal record, setting a new national best time and thrilling the home crowd with her performance.”","""the swimmer broke personal record, setting new national best time thrilling home crowd performance.""","['swimmer', 'broke', 'personal', 'record', 'setting', 'new', 'national', 'best', 'time', 'thrilling', 'home', 'crowd', 'performance']","['swimmer', 'break', 'personal', 'record', 'set', 'new', 'national', 'best', 'time', 'thrill', 'home', 'crowd', 'performance']",HAM,POSITIVE
"“Heavy rains caused the cancellation of the highly anticipated derby match, frustrating fans who had traveled long distances.”","""heavy rains caused cancellation highly anticipated derby match, frustrating fans traveled long distances.""","['heavy', 'rains', 'caused', 'cancellation', 'highly', 'anticipated', 'derby', 'match', 'frustrating', 'fans', 'traveled', 'long', 'distances']","['heavy', 'rain', 'cause', 'cancellation', 'highly', 'anticipate', 'derby', 'match', 'frustrate', 'fan', 'travel', 'long', 'distance']",HAM,NEGATIVE
“Supporters were jubilant as the underdog hockey team stunned their rivals with a last-second goal.”,"""supporters jubilant underdog hockey team stunned rivals last-second goal.""","['supporters', 'jubilant', 'underdog', 'hockey', 'team', 'stunned', 'rivals', 'goal']","['supporter', 'jubilant', 'underdog', 'hockey', 'team', 'stun', 'rival', 'goal']",HAM,POSITIVE
"“Chaos ensued when a power outage delayed the basketball game for nearly an hour, causing frustration among fans and players.”","""chaos ensued power outage delayed basketball game nearly hour, causing frustration among fans players.""","['chaos', 'ensued', 'power', 'outage', 'delayed', 'basketball', 'game', 'nearly', 'hour', 'causing', 'frustration', 'among', 'fans', 'players']","['chaos', 'ensue', 'power', 'outage', 'delay', 'basketball', 'game', 'nearly', 'hour', 'cause', 'frustration', 'among', 'fan', 'player']",HAM,NEGATIVE
"“The national gymnastics squad dazzled the crowd with flawless routines, securing first place overall.”","""the national gymnastics squad dazzled crowd flawless routines, securing first place overall.""","['national', 'gymnastics', 'squad', 'dazzled', 'crowd', 'flawless', 'routines', 'securing', 'first', 'place', 'overall']","['national', 'gymnastics', 'squad', 'dazzle', 'crowd', 'flawless', 'routine', 'secure', 'first', 'place', 'overall']",HAM,POSITIVE
“Critics blasted the football club’s poor defensive strategies after they conceded four goals in a single half.”,"""critics blasted football club's poor defensive strategies conceded four goals single half.""","['critics', 'blasted', 'football', 'club', 'poor', 'defensive', 'strategies', 'conceded', 'four', 'goals', 'single', 'half']","['critic', 'blast', 'football', 'club', 'poor', 'defensive', 'strategy', 'concede', 'four', 'goal', 'single', 'half']",HAM,NEGATIVE
"“A standing ovation erupted as the retiring captain played his final match, marking the end of a celebrated career.”","""a standing ovation erupted retiring captain played final match, marking end celebrated career.""","['standing', 'ovation', 'erupted', 'retiring', 'captain', 'played', 'final', 'match', 'marking', 'end', 'celebrated', 'career']","['stand', 'ovation', 'erupt', 'retire', 'captain', 'play', 'final', 'match', 'mark', 'end', 'celebrate', 'career']",HAM,POSITIVE
